,cc_num,merchant,category,amt,first,last,gender,street,city,state,zip,lat,long,city_pop,job,dob,trans_num,merch_lat,merch_long,is_fraud,Date,Time,Age,merch_country,merch_state
401785,3587040000000000.0,"fraud_Eichmann, Bogan and Rodriguez",gas_transport,9.12,Christian,Roman,M,495 Fisher Throughway,Grand Junction,TN,38039,35.0659,-89.1534,1804,Clothing/textile technologist,1974-10-15,72d5b374c5d3b023c0419b740af8c439,36.054178,-89.876525,1,26/11/2020,02:22,50,United States,Missouri
401795,5410060000000000.0,fraud_Rau and Sons,grocery_pos,267.74,Jeffrey,Krause,M,4742 Alexandria Mountain,New Franken,WI,54229,44.5592,-87.8235,4306,Art therapist,1989-10-19,5f74fa4bc9113ae3e0e60abf00617579,44.041306,-88.597082,1,26/11/2020,02:34,35,United States,Wisconsin
401805,4505380000000.0,fraud_O'Keefe-Hudson,grocery_pos,326.38,Alicia,Hawkins,F,507 John Overpass Suite 424,Harwood,MD,20776,38.8582,-76.6145,3289,Quantity surveyor,1933-03-15,2a6deaed3377d9fda8b4972bb4fbdcc2,39.341472,-76.36628,1,26/11/2020,02:46,91,United States,Maryland
401950,3587040000000000.0,fraud_Lockman Ltd,grocery_pos,296.64,Christian,Roman,M,495 Fisher Throughway,Grand Junction,TN,38039,35.0659,-89.1534,1804,Clothing/textile technologist,1974-10-15,c2f5ba19c2c3b936be4b7913f6f704fa,34.182604,-90.03127,1,26/11/2020,05:31,50,United States,Mississippi
402308,5410060000000000.0,fraud_McGlynn-Heathcote,misc_net,682.62,Jeffrey,Krause,M,4742 Alexandria Mountain,New Franken,WI,54229,44.5592,-87.8235,4306,Art therapist,1989-10-19,a98eb7b63ba4fb03b123d1d6f05a7ef9,44.045311,-86.97641,1,26/11/2020,11:40,35,United States,Michigan
402422,180046000000000.0,fraud_Conroy Ltd,shopping_pos,907.83,Erica,Walker,F,084 Holmes Avenue Suite 206,Stayton,OR,97383,44.8021,-122.7624,9587,"Engineer, biomedical",1968-03-24,3d5c3f9765ab7f615d5528ef1e1873f4,44.241096,-122.859117,1,26/11/2020,13:03,56,United States,Oregon
402489,180046000000000.0,fraud_Boyer PLC,shopping_net,907.77,Erica,Walker,F,084 Holmes Avenue Suite 206,Stayton,OR,97383,44.8021,-122.7624,9587,"Engineer, biomedical",1968-03-24,10db198dfe0879429a216a73e247934a,44.053799,-122.165058,1,26/11/2020,13:58,56,United States,Oregon
402668,3587040000000000.0,fraud_Hickle Group,shopping_pos,762.64,Christian,Roman,M,495 Fisher Throughway,Grand Junction,TN,38039,35.0659,-89.1534,1804,Clothing/textile technologist,1974-10-15,5f9e67e9977e44db3d91cc29de041c6d,34.580081,-89.41942,1,26/11/2020,16:04,50,United States,Mississippi
402960,3587040000000000.0,"fraud_Lehner, Mosciski and King",misc_net,760.29,Christian,Roman,M,495 Fisher Throughway,Grand Junction,TN,38039,35.0659,-89.1534,1804,Clothing/textile technologist,1974-10-15,395d402786b816a4f87d03654b909259,35.884399,-88.797699,1,26/11/2020,19:24,50,United States,Tennessee
402991,5410060000000000.0,fraud_Boyer PLC,shopping_net,1082.63,Jeffrey,Krause,M,4742 Alexandria Mountain,New Franken,WI,54229,44.5592,-87.8235,4306,Art therapist,1989-10-19,c969539534aecdb629b58a83b7ea686f,44.639425,-87.734762,1,26/11/2020,19:54,35,United States,Wisconsin
403057,180046000000000.0,"fraud_Johnson, Runolfsdottir and Mayer",misc_net,835.51,Erica,Walker,F,084 Holmes Avenue Suite 206,Stayton,OR,97383,44.8021,-122.7624,9587,"Engineer, biomedical",1968-03-24,735e4e15e2df7e164156e1d4c8f6c5d9,43.922252,-122.782957,1,26/11/2020,20:35,56,United States,Oregon
403183,180046000000000.0,"fraud_Altenwerth, Cartwright and Koss",shopping_net,797.76,Erica,Walker,F,084 Holmes Avenue Suite 206,Stayton,OR,97383,44.8021,-122.7624,9587,"Engineer, biomedical",1968-03-24,a94c370fbbf4980876b5bf0dea5340d4,45.002462,-122.696088,1,26/11/2020,22:23,56,United States,Oregon
403193,4505380000000.0,"fraud_Daugherty, Pouros and Beahan",shopping_pos,969.05,Alicia,Hawkins,F,507 John Overpass Suite 424,Harwood,MD,20776,38.8582,-76.6145,3289,Quantity surveyor,1933-03-15,20d5fc1d58ca27ce3e724d0f575ab808,38.748056,-76.535024,1,26/11/2020,22:28,91,United States,Maryland
403216,30546500000000.0,fraud_Macejkovic-Lesch,shopping_pos,1059.37,Nicholas,Tran,M,672 Randall Burg Suite 551,Belmont,NH,3220,43.4512,-71.489,7430,"Scientist, research (medical)",1955-01-13,1919d27e91d43b976831c335798a6548,43.25638,-71.816955,1,26/11/2020,22:41,69,United States,New Hampshire
403231,4505380000000.0,fraud_Volkman Ltd,misc_net,867.25,Alicia,Hawkins,F,507 John Overpass Suite 424,Harwood,MD,20776,38.8582,-76.6145,3289,Quantity surveyor,1933-03-15,fb4fb60a813497fc465237416e77bd74,39.276534,-76.525404,1,26/11/2020,22:52,91,United States,Maryland
403234,4505380000000.0,"fraud_Wintheiser, Dietrich and Schimmel",misc_pos,6.97,Alicia,Hawkins,F,507 John Overpass Suite 424,Harwood,MD,20776,38.8582,-76.6145,3289,Quantity surveyor,1933-03-15,676d81242e8f7607699205784ba90619,39.322491,-76.622225,1,26/11/2020,22:54,91,United States,Maryland
403235,5410060000000000.0,fraud_Pouros-Haag,shopping_pos,868.43,Jeffrey,Krause,M,4742 Alexandria Mountain,New Franken,WI,54229,44.5592,-87.8235,4306,Art therapist,1989-10-19,08e47626b4f1d1c52ebd4612ab2dd025,45.443201,-87.620535,1,26/11/2020,22:59,35,United States,Michigan
403249,5410060000000000.0,fraud_Zemlak Group,misc_net,754.95,Jeffrey,Krause,M,4742 Alexandria Mountain,New Franken,WI,54229,44.5592,-87.8235,4306,Art therapist,1989-10-19,89dce2b82dc626b34ee09c79dda18f5d,44.074088,-87.453334,1,26/11/2020,23:07,35,United States,Wisconsin
403254,5410060000000000.0,fraud_Hills-Witting,shopping_net,1000.91,Jeffrey,Krause,M,4742 Alexandria Mountain,New Franken,WI,54229,44.5592,-87.8235,4306,Art therapist,1989-10-19,dd96aae2d39a282a1a914fb4b4f60577,44.380561,-87.375448,1,26/11/2020,23:11,35,United States,Wisconsin
403258,180046000000000.0,fraud_Hills-Witting,shopping_net,914.77,Erica,Walker,F,084 Holmes Avenue Suite 206,Stayton,OR,97383,44.8021,-122.7624,9587,"Engineer, biomedical",1968-03-24,fc0717a62c17660fcf2546cc35db2275,45.066875,-122.075501,1,26/11/2020,23:12,56,United States,Oregon
403272,3587040000000000.0,fraud_Bashirian Group,shopping_net,969.37,Christian,Roman,M,495 Fisher Throughway,Grand Junction,TN,38039,35.0659,-89.1534,1804,Clothing/textile technologist,1974-10-15,bf09dbc5f323413f0b639a9f2e988c45,34.890668,-89.089689,1,26/11/2020,23:24,50,United States,Mississippi
403273,3587040000000000.0,fraud_McGlynn-Heathcote,misc_net,836.44,Christian,Roman,M,495 Fisher Throughway,Grand Junction,TN,38039,35.0659,-89.1534,1804,Clothing/textile technologist,1974-10-15,6d672e8764fe15891d9325e29645cc64,34.890666,-89.834959,1,26/11/2020,23:25,50,United States,Mississippi
403304,30546500000000.0,fraud_Durgan-Auer,misc_net,981.75,Nicholas,Tran,M,672 Randall Burg Suite 551,Belmont,NH,3220,43.4512,-71.489,7430,"Scientist, research (medical)",1955-01-13,2e4aea8fbf8268177847c4bf901e156f,42.707602,-72.442872,1,26/11/2020,23:45,69,United States,Massachusetts
403329,5410060000000000.0,fraud_Gleason-Macejkovic,shopping_net,959.99,Jeffrey,Krause,M,4742 Alexandria Mountain,New Franken,WI,54229,44.5592,-87.8235,4306,Art therapist,1989-10-19,07509b7670573ec59094feea234a42d6,43.808276,-87.802667,1,26/11/2020,23:58,35,United States,Wisconsin
403353,3513510000000000.0,fraud_Padberg-Welch,grocery_pos,312.93,Sarah,Adams,F,5654 Peterson Land,Ridgeland,MS,39157,32.4122,-90.1207,24645,"Scientist, clinical (histocompatibility and immunogenetics)",1966-05-29,97fe3216494984c94fbffa90906e3161,32.038761,-90.002097,1,27/11/2020,00:28,58,United States,Mississippi
403381,3513510000000000.0,fraud_Strosin-Cruickshank,grocery_pos,291.54,Sarah,Adams,F,5654 Peterson Land,Ridgeland,MS,39157,32.4122,-90.1207,24645,"Scientist, clinical (histocompatibility and immunogenetics)",1966-05-29,049a75d37d15ae57456ced33ab84d8e1,33.273593,-90.503484,1,27/11/2020,00:53,58,United States,Mississippi
403438,676276000000.0,fraud_Kunze Inc,grocery_pos,318.04,Edward,Hensley,M,24318 Dixon Mills,Elk Rapids,MI,49629,44.8955,-85.4082,2223,Chief Financial Officer,1986-01-18,03574a96eda00aa671e3e43090eff97b,45.411021,-85.934769,1,27/11/2020,01:48,38,United States,Michigan
403491,676276000000.0,"fraud_Reilly, Heaney and Cole",gas_transport,11.88,Edward,Hensley,M,24318 Dixon Mills,Elk Rapids,MI,49629,44.8955,-85.4082,2223,Chief Financial Officer,1986-01-18,749deb5dcc6cd3e3919e0074d5e08213,45.878937,-86.324872,1,27/11/2020,02:31,38,United States,Michigan
403525,3587040000000000.0,fraud_Cassin-Harvey,grocery_net,10.13,Christian,Roman,M,495 Fisher Throughway,Grand Junction,TN,38039,35.0659,-89.1534,1804,Clothing/textile technologist,1974-10-15,10ba92f5499bb8f3bb8e48acfe362a1f,35.353286,-89.585822,1,27/11/2020,02:58,50,United States,Tennessee
403549,5410060000000000.0,"fraud_Heller, Gutmann and Zieme",grocery_pos,284.31,Jeffrey,Krause,M,4742 Alexandria Mountain,New Franken,WI,54229,44.5592,-87.8235,4306,Art therapist,1989-10-19,10445412dee774dae461af02e040612c,43.620158,-87.463476,1,27/11/2020,03:24,35,United States,Wisconsin
403574,3587040000000000.0,"fraud_Swift, Bradtke and Marquardt",grocery_net,11.91,Christian,Roman,M,495 Fisher Throughway,Grand Junction,TN,38039,35.0659,-89.1534,1804,Clothing/textile technologist,1974-10-15,5234cfc1bc37805c80cb4989968c77f5,34.741318,-89.298694,1,27/11/2020,03:45,50,United States,Mississippi
403838,3513510000000000.0,fraud_Hudson-Ratke,grocery_pos,273.77,Sarah,Adams,F,5654 Peterson Land,Ridgeland,MS,39157,32.4122,-90.1207,24645,"Scientist, clinical (histocompatibility and immunogenetics)",1966-05-29,e6b9f355ab42b7908b97625391d0b6e5,31.550991,-90.159198,1,27/11/2020,08:17,58,United States,Mississippi
403928,3587040000000000.0,fraud_Schmitt Inc,gas_transport,9.5,Christian,Roman,M,495 Fisher Throughway,Grand Junction,TN,38039,35.0659,-89.1534,1804,Clothing/textile technologist,1974-10-15,0259ee134f5f5a1c307134ed00f244d0,35.329674,-90.068027,1,27/11/2020,09:41,50,United States,Tennessee
404444,3513510000000000.0,fraud_Friesen Inc,shopping_pos,956.44,Sarah,Adams,F,5654 Peterson Land,Ridgeland,MS,39157,32.4122,-90.1207,24645,"Scientist, clinical (histocompatibility and immunogenetics)",1966-05-29,6356cd12a8d89b1c36abd3521db229a6,33.060111,-89.410945,1,27/11/2020,16:07,58,United States,Mississippi
404678,676276000000.0,fraud_Fisher Inc,shopping_net,850.57,Edward,Hensley,M,24318 Dixon Mills,Elk Rapids,MI,49629,44.8955,-85.4082,2223,Chief Financial Officer,1986-01-18,164a98659d161d72f0916d582ea91548,44.092973,-86.164902,1,27/11/2020,18:46,38,United States,Michigan
405004,3513510000000000.0,fraud_Schaefer Ltd,kids_pets,17.93,Sarah,Adams,F,5654 Peterson Land,Ridgeland,MS,39157,32.4122,-90.1207,24645,"Scientist, clinical (histocompatibility and immunogenetics)",1966-05-29,fe8d984410b624493ae12d616bde62e3,33.377561,-89.302362,1,27/11/2020,22:26,58,United States,Mississippi
405012,676276000000.0,fraud_Stamm-Witting,shopping_net,831.72,Edward,Hensley,M,24318 Dixon Mills,Elk Rapids,MI,49629,44.8955,-85.4082,2223,Chief Financial Officer,1986-01-18,d24bb7e1030a1a2ce6bcfa10d825329f,45.617354,-85.523258,1,27/11/2020,22:31,38,United States,Michigan
405025,3513510000000000.0,fraud_Boyer-Reichert,shopping_net,980.82,Sarah,Adams,F,5654 Peterson Land,Ridgeland,MS,39157,32.4122,-90.1207,24645,"Scientist, clinical (histocompatibility and immunogenetics)",1966-05-29,1a0f820a700bfa12dc4c394d00407b94,31.466231,-90.405622,1,27/11/2020,22:37,58,United States,Mississippi
405026,676276000000.0,"fraud_Lehner, Mosciski and King",misc_net,847.3,Edward,Hensley,M,24318 Dixon Mills,Elk Rapids,MI,49629,44.8955,-85.4082,2223,Chief Financial Officer,1986-01-18,1ef28a20e1a944f46c7ce6edfc6305a7,44.299426,-86.039575,1,27/11/2020,22:38,38,United States,Michigan
405027,676276000000.0,"fraud_Greenholt, O'Hara and Balistreri",shopping_net,884.94,Edward,Hensley,M,24318 Dixon Mills,Elk Rapids,MI,49629,44.8955,-85.4082,2223,Chief Financial Officer,1986-01-18,561fe71da2ab01d7a4939190392174e1,45.790067,-85.96025,1,27/11/2020,22:38,38,United States,Michigan
405039,3587040000000000.0,fraud_Pacocha-O'Reilly,grocery_pos,308.3,Christian,Roman,M,495 Fisher Throughway,Grand Junction,TN,38039,35.0659,-89.1534,1804,Clothing/textile technologist,1974-10-15,c420c16b38dc1ece17c93ddcf6a43311,35.4228,-90.12288,1,27/11/2020,22:48,50,United States,Tennessee
405047,676276000000.0,fraud_Dooley Inc,shopping_pos,916.04,Edward,Hensley,M,24318 Dixon Mills,Elk Rapids,MI,49629,44.8955,-85.4082,2223,Chief Financial Officer,1986-01-18,6c06e2c14248d0e5fc7837b09dd9386c,44.9374,-85.991028,1,27/11/2020,22:55,38,United States,Michigan
405098,3587040000000000.0,"fraud_Kerluke, Considine and Macejkovic",misc_net,949.55,Christian,Roman,M,495 Fisher Throughway,Grand Junction,TN,38039,35.0659,-89.1534,1804,Clothing/textile technologist,1974-10-15,e12c537f4dd0763c9fd737f62d663517,34.49834,-88.708163,1,27/11/2020,23:25,50,United States,Mississippi
405115,676276000000.0,fraud_Gerlach Inc,shopping_net,957.9,Edward,Hensley,M,24318 Dixon Mills,Elk Rapids,MI,49629,44.8955,-85.4082,2223,Chief Financial Officer,1986-01-18,07b18357966795a9b071d9ff599b7705,45.451729,-85.966786,1,27/11/2020,23:34,38,United States,Michigan
405159,3513510000000000.0,fraud_Bashirian Group,shopping_net,1071.14,Sarah,Adams,F,5654 Peterson Land,Ridgeland,MS,39157,32.4122,-90.1207,24645,"Scientist, clinical (histocompatibility and immunogenetics)",1966-05-29,b2e1f47d26a43b1ffdaac5962f34b8be,32.742388,-90.008881,1,27/11/2020,23:54,58,United States,Mississippi
405160,676276000000.0,fraud_Mante Group,misc_net,836.06,Edward,Hensley,M,24318 Dixon Mills,Elk Rapids,MI,49629,44.8955,-85.4082,2223,Chief Financial Officer,1986-01-18,93890bb392dbc35874e9f405555e03e5,44.738191,-84.834297,1,27/11/2020,23:55,38,United States,Michigan
405162,3513510000000000.0,fraud_Hoppe-Parisian,kids_pets,17.95,Sarah,Adams,F,5654 Peterson Land,Ridgeland,MS,39157,32.4122,-90.1207,24645,"Scientist, clinical (histocompatibility and immunogenetics)",1966-05-29,1bbcaec9c65d90228e971a300131edcf,31.86356,-90.549876,1,27/11/2020,23:56,58,United States,Mississippi
405191,3513510000000000.0,fraud_Rodriguez Group,gas_transport,10.64,Sarah,Adams,F,5654 Peterson Land,Ridgeland,MS,39157,32.4122,-90.1207,24645,"Scientist, clinical (histocompatibility and immunogenetics)",1966-05-29,38e81301e1ae980ec06309cfe1d953c7,32.446514,-89.549635,1,28/11/2020,00:20,58,United States,Mississippi
405252,3513510000000000.0,fraud_Conroy-Cruickshank,gas_transport,7.95,Sarah,Adams,F,5654 Peterson Land,Ridgeland,MS,39157,32.4122,-90.1207,24645,"Scientist, clinical (histocompatibility and immunogenetics)",1966-05-29,714d4f1b3449e61faf11cd6259af8003,32.718208,-89.585089,1,28/11/2020,01:15,58,United States,Mississippi
405408,676276000000.0,fraud_Deckow-O'Conner,grocery_pos,317.21,Edward,Hensley,M,24318 Dixon Mills,Elk Rapids,MI,49629,44.8955,-85.4082,2223,Chief Financial Officer,1986-01-18,5f3b2d2e1e18ed0a9dc716e1ea889e07,45.274574,-84.744604,1,28/11/2020,03:50,38,United States,Michigan
406515,3513510000000000.0,fraud_Halvorson Group,misc_pos,9.43,Sarah,Adams,F,5654 Peterson Land,Ridgeland,MS,39157,32.4122,-90.1207,24645,"Scientist, clinical (histocompatibility and immunogenetics)",1966-05-29,37d493473ec84f041143e9ce6f3ef5ba,32.941759,-90.217046,1,28/11/2020,19:28,58,United States,Mississippi
406757,676276000000.0,fraud_Goodwin-Nitzsche,grocery_pos,294.9,Edward,Hensley,M,24318 Dixon Mills,Elk Rapids,MI,49629,44.8955,-85.4082,2223,Chief Financial Officer,1986-01-18,aa3f0e5db65f8a308477eb7e10893946,44.572311,-85.497975,1,28/11/2020,22:03,38,United States,Michigan
406811,676276000000.0,fraud_Lemke-Gutmann,shopping_net,993.65,Edward,Hensley,M,24318 Dixon Mills,Elk Rapids,MI,49629,44.8955,-85.4082,2223,Chief Financial Officer,1986-01-18,b9afd29df30e8fdd2af685c363fc71b8,44.691064,-84.612845,1,28/11/2020,22:42,38,United States,Michigan
406846,676276000000.0,"fraud_Moore, Dibbert and Koepp",misc_net,816.03,Edward,Hensley,M,24318 Dixon Mills,Elk Rapids,MI,49629,44.8955,-85.4082,2223,Chief Financial Officer,1986-01-18,6c726597e60ce358f19c74a562df7843,44.241425,-85.634779,1,28/11/2020,23:00,38,United States,Michigan
406887,676276000000.0,fraud_Kuphal-Predovic,misc_net,917.14,Edward,Hensley,M,24318 Dixon Mills,Elk Rapids,MI,49629,44.8955,-85.4082,2223,Chief Financial Officer,1986-01-18,4633b279e33363753da0d4af67193182,43.925165,-85.288768,1,28/11/2020,23:18,38,United States,Michigan
416202,377835000000000.0,fraud_Kiehn Inc,grocery_pos,304.81,Michael,Jackson,M,539 Underwood Divide,Pea Ridge,AR,72751,36.4539,-94.118,6434,Product designer,1967-08-28,eff498618d3967f06a94dff4020ab002,36.863742,-94.21434,1,01/12/2020,00:09,57,United States,Missouri
416421,30267000000000.0,fraud_Gutmann-Upton,misc_pos,913.04,Sarah,Foster,F,77872 Andrea Glen Apt. 543,Ford,VA,23850,37.1349,-77.7364,1051,Chief Operating Officer,1976-11-21,4bce1357c18f56edfa4da236b615c3ca,36.784251,-77.812359,1,01/12/2020,01:17,48,United States,Virginia
416511,30267000000000.0,fraud_Pacocha-O'Reilly,grocery_pos,341.52,Sarah,Foster,F,77872 Andrea Glen Apt. 543,Ford,VA,23850,37.1349,-77.7364,1051,Chief Operating Officer,1976-11-21,f5d8457ca0d3d4c850f7893fab3f092e,36.418006,-78.14205,1,01/12/2020,01:42,48,United States,North Carolina
416652,30267000000000.0,"fraud_Moen, Reinger and Murphy",grocery_pos,326.75,Sarah,Foster,F,77872 Andrea Glen Apt. 543,Ford,VA,23850,37.1349,-77.7364,1051,Chief Operating Officer,1976-11-21,4f90b3d24a5fc52cb0982534357f30ec,37.35346,-76.89611,1,01/12/2020,02:23,48,United States,Virginia
416892,377835000000000.0,fraud_Kilback LLC,grocery_pos,296.27,Michael,Jackson,M,539 Underwood Divide,Pea Ridge,AR,72751,36.4539,-94.118,6434,Product designer,1967-08-28,040fbe89112ed322789c71a8ad0b5b64,35.915237,-93.46316,1,01/12/2020,03:31,57,United States,Arkansas
416981,30267000000000.0,fraud_Dooley-Thompson,misc_net,806.92,Sarah,Foster,F,77872 Andrea Glen Apt. 543,Ford,VA,23850,37.1349,-77.7364,1051,Chief Operating Officer,1976-11-21,6b7f8836f03169ed0d5c4355b1a5ea94,37.752562,-78.443794,1,01/12/2020,03:56,48,United States,Virginia
417010,377835000000000.0,fraud_Miller-Hauck,grocery_pos,313.62,Michael,Jackson,M,539 Underwood Divide,Pea Ridge,AR,72751,36.4539,-94.118,6434,Product designer,1967-08-28,b6f7ad7013642492b0d9ba3904b657a3,37.218067,-94.169715,1,01/12/2020,04:08,57,United States,Missouri
417140,377835000000000.0,fraud_Kutch LLC,gas_transport,8.47,Michael,Jackson,M,539 Underwood Divide,Pea Ridge,AR,72751,36.4539,-94.118,6434,Product designer,1967-08-28,5b16c6d896078323abf6f72c8b96119b,35.45674,-94.451817,1,01/12/2020,04:45,57,United States,Oklahoma
421290,377835000000000.0,"fraud_Streich, Dietrich and Barton",shopping_net,934.26,Michael,Jackson,M,539 Underwood Divide,Pea Ridge,AR,72751,36.4539,-94.118,6434,Product designer,1967-08-28,7bb1da85296b8083abb762c1dee66be1,36.325663,-94.115099,1,01/12/2020,20:36,57,United States,Arkansas
421833,377835000000000.0,fraud_Kuhic LLC,shopping_net,1061.02,Michael,Jackson,M,539 Underwood Divide,Pea Ridge,AR,72751,36.4539,-94.118,6434,Product designer,1967-08-28,fcf6d8e2b69b866a4070958f88e3958b,35.530401,-95.065806,1,01/12/2020,22:17,57,United States,Oklahoma
421949,377835000000000.0,fraud_Upton PLC,entertainment,409.2,Michael,Jackson,M,539 Underwood Divide,Pea Ridge,AR,72751,36.4539,-94.118,6434,Product designer,1967-08-28,01a748c0d894d55069063e3cf1ce10bd,37.112335,-94.237607,1,01/12/2020,22:41,57,United States,Missouri
422405,3588000000000000.0,fraud_Huels-Nolan,gas_transport,9.16,Jason,Johnson,M,5942 Thomas Park,Craig,AK,99921,55.4732,-133.1171,1920,Commissioning editor,1997-06-17,904224770db9a338bc82fb05ff5b69cb,56.214113,-133.261105,1,02/12/2020,00:07,27,United States,Alaska
422683,377835000000000.0,fraud_Cummerata-Jones,gas_transport,10.75,Michael,Jackson,M,539 Underwood Divide,Pea Ridge,AR,72751,36.4539,-94.118,6434,Product designer,1967-08-28,92f885083c2abf2e633f9dc64fa8d429,37.374956,-95.016666,1,02/12/2020,02:56,57,United States,Kansas
422759,377835000000000.0,"fraud_Kovacek, Dibbert and Ondricka",grocery_pos,324.22,Michael,Jackson,M,539 Underwood Divide,Pea Ridge,AR,72751,36.4539,-94.118,6434,Product designer,1967-08-28,76d2136f4ad5089b78d424faead62673,36.67066,-94.352258,1,02/12/2020,03:46,57,United States,Missouri
425118,3588000000000000.0,fraud_Kunde-Sanford,misc_net,745.05,Jason,Johnson,M,5942 Thomas Park,Craig,AK,99921,55.4732,-133.1171,1920,Commissioning editor,1997-06-17,4dcbabac2b9319533b45b3adb7e417f1,56.134886,-132.392044,1,02/12/2020,22:26,27,United States,Alaska
425120,30267000000000.0,fraud_Stark-Batz,entertainment,603.08,Sarah,Foster,F,77872 Andrea Glen Apt. 543,Ford,VA,23850,37.1349,-77.7364,1051,Chief Operating Officer,1976-11-21,2215d80a51e4759cd958566e5c7223b0,37.961216,-78.291452,1,02/12/2020,22:27,48,United States,Virginia
425124,3588000000000000.0,fraud_Torphy-Goyette,shopping_pos,1318.89,Jason,Johnson,M,5942 Thomas Park,Craig,AK,99921,55.4732,-133.1171,1920,Commissioning editor,1997-06-17,2682f81f3f9e070b7abc721ca4bd5862,54.801713,-133.669108,1,02/12/2020,22:27,27,United States,Alaska
425150,30267000000000.0,"fraud_Bahringer, Bergnaum and Quitzon",home,223.49,Sarah,Foster,F,77872 Andrea Glen Apt. 543,Ford,VA,23850,37.1349,-77.7364,1051,Chief Operating Officer,1976-11-21,7a1181dfa554d02bc09e9d430ff3485f,38.132876,-77.770113,1,02/12/2020,22:38,48,United States,Virginia
